6202 6211 6220 6229
# tracer: nop
#
# entries-in-buffer/entries-written: 23674/23674   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
          <idle>-0     [000] dNs. 79641.131263: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79641.131265: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79641.131273: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79641.131278: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.131284: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/1 next_pid=9 next_prio=120
         rcuos/1-9     [000] d... 79641.131296: sched_switch: prev_comm=rcuos/1 prev_pid=9 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.143284: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/0 next_pid=8 next_prio=120
         rcuos/0-8     [000] d... 79641.143287: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=002
         rcuos/0-8     [000] d... 79641.143290: sched_switch: prev_comm=rcuos/0 prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.146275: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79641.146279: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79641.149272: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79641.149274: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79641.149280: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79641.149284: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.155292: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/0 next_pid=8 next_prio=120
         rcuos/0-8     [000] d... 79641.155295: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=002
         rcuos/0-8     [000] d... 79641.155296: sched_switch: prev_comm=rcuos/0 prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79641.208427: sched_wakeup: comm=3on6 pid=6229 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNh. 79641.208429: sched_wakeup: comm=3on6 pid=6220 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79641.208433: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=3on6 next_pid=6220 next_prio=120
            3on6-6220  [000] .... 79641.208437: sys_nanosleep -> 0x0
            3on6-6220  [000] d... 79641.208447: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
            3on6-6220  [000] .... 79641.208457: sys_nanosleep(rqtp: 7f5fa8d83d40, rmtp: 7f5fa8d83d40)
            3on6-6220  [000] d... 79641.208460: sched_switch: prev_comm=3on6 prev_pid=6220 prev_prio=120 prev_state=S ==> next_comm=3on6 next_pid=6229 next_prio=120
            3on6-6229  [000] .... 79641.208462: sys_nanosleep -> 0x0
            3on6-6229  [000] .... 79641.208472: sys_nanosleep(rqtp: 7f5fa8582d40, rmtp: 7f5fa8582d40)
            3on6-6229  [000] d... 79641.208474: sched_switch: prev_comm=3on6 prev_pid=6229 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79641.208479: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=003
     kworker/0:2-6725  [000] d... 79641.208485: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.208837: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sshd next_pid=25954 next_prio=120
           <...>-25954 [000] d... 79641.208910: sched_switch: prev_comm=sshd prev_pid=25954 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79641.248336: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79641.248344: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79641.248349: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79641.460752: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79641.460755: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79641.460821: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.887679: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d.s. 79641.887720: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          chrome-15027 [000] d... 79641.887873: sched_wakeup: comm=Chrome_IOThread pid=15064 prio=120 success=1 target_cpu=002
          chrome-15027 [000] d... 79641.887916: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79641.887928: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79641.962037: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79641.962041: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79641.962087: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.018811: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/2 next_pid=10 next_prio=120
         rcuos/2-10    [000] d... 79642.018815: sched_switch: prev_comm=rcuos/2 prev_pid=10 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.109292: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/2 next_pid=10 next_prio=120
         rcuos/2-10    [000] d... 79642.109296: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
         rcuos/2-10    [000] d... 79642.109301: sched_switch: prev_comm=rcuos/2 prev_pid=10 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.110207: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/0 next_pid=8 next_prio=120
         rcuos/0-8     [000] d... 79642.110210: sched_switch: prev_comm=rcuos/0 prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.111538: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7149 next_prio=120
           <...>-7149  [000] dNs. 79642.111857: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
           <...>-7149  [000] d... 79642.111864: sched_switch: prev_comm=uname prev_pid=7149 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79642.111870: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=uname next_pid=7149 next_prio=120
           <...>-7149  [000] .... 79642.112371: sched_process_exit: comm=uname pid=7149 prio=120
           <...>-7149  [000] d... 79642.112389: sched_wakeup: comm=sh pid=7146 prio=120 success=1 target_cpu=003
           <...>-7149  [000] d... 79642.112392: sched_switch: prev_comm=uname prev_pid=7149 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.114866: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/2 next_pid=10 next_prio=120
         rcuos/2-10    [000] d... 79642.114870: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 79642.114872: sched_switch: prev_comm=rcuos/2 prev_pid=10 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.120864: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79642.120869: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79642.120871: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 79642.120873: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=003
       rcu_sched-7     [000] d... 79642.120876: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79642.123861: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79642.123863: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79642.123869: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79642.123875: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.126878: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/2 next_pid=10 next_prio=120
         rcuos/2-10    [000] d... 79642.126881: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 79642.126899: sched_switch: prev_comm=rcuos/2 prev_pid=10 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.132889: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/7 next_pid=15 next_prio=120
         rcuos/7-15    [000] d... 79642.132903: sched_switch: prev_comm=rcuos/7 prev_pid=15 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.138873: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79642.138878: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79642.138880: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79642.141870: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79642.141872: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79642.141878: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79642.141882: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.144898: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/1 next_pid=9 next_prio=120
         rcuos/1-9     [000] d... 79642.144900: sched_switch: prev_comm=rcuos/1 prev_pid=9 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.156884: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79642.156888: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=004
       rcu_sched-7     [000] d... 79642.156889: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=003
       rcu_sched-7     [000] d... 79642.156892: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79642.159880: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79642.159882: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79642.159888: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79642.159891: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79642.209118: sched_wakeup: comm=3on6 pid=6220 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNh. 79642.209120: sched_wakeup: comm=3on6 pid=6229 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79642.209123: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=3on6 next_pid=6220 next_prio=120
            3on6-6220  [000] .... 79642.209126: sys_nanosleep -> 0x0
            3on6-6220  [000] d... 79642.209135: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
            3on6-6220  [000] .... 79642.209145: sys_nanosleep(rqtp: 7f5fa8d83d40, rmtp: 7f5fa8d83d40)
            3on6-6220  [000] d... 79642.209147: sched_switch: prev_comm=3on6 prev_pid=6220 prev_prio=120 prev_state=S ==> next_comm=3on6 next_pid=6229 next_prio=120
            3on6-6229  [000] .... 79642.209149: sys_nanosleep -> 0x0
            3on6-6229  [000] .... 79642.209158: sys_nanosleep(rqtp: 7f5fa8582d40, rmtp: 7f5fa8582d40)
            3on6-6229  [000] d... 79642.209159: sched_switch: prev_comm=3on6 prev_pid=6229 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79642.209164: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=003
     kworker/0:2-6725  [000] d... 79642.209169: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.411622: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=pool next_pid=1839 next_prio=120
            pool-1839  [000] .... 79642.411625: sys_futex -> 0x0
            pool-1839  [000] d... 79642.411661: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=004
            pool-1839  [000] .... 79642.411706: sys_futex(uaddr: 17c1850, op: 0, val: 3e08, utime: 0, uaddr2: 7fb05801fa30, val3: 17c1858)
            pool-1839  [000] d... 79642.411710: sched_switch: prev_comm=pool prev_pid=1839 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.423047: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79642.423052: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79642.423054: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79642.462892: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79642.462895: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79642.462956: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.525766: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=usb-storage next_pid=350 next_prio=120
     usb-storage-350   [000] d... 79642.525777: sched_switch: prev_comm=usb-storage prev_pid=350 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.526383: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=usb-storage next_pid=350 next_prio=120
     usb-storage-350   [000] d... 79642.526389: sched_switch: prev_comm=usb-storage prev_pid=350 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.527007: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=usb-storage next_pid=350 next_prio=120
     usb-storage-350   [000] d... 79642.527013: sched_switch: prev_comm=usb-storage prev_pid=350 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79642.888776: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79642.888942: sched_wakeup: comm=Chrome_IOThread pid=15064 prio=120 success=1 target_cpu=002
          chrome-15027 [000] d... 79642.888984: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
